,0,chem_acts,chem_moieties,chem_struct,chem_synonyms,chem_targets,compound,database_id,evidence,mass_spec_ion_type,mol_mass,molecular_formula
4,,,,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@@H]([C@@H]([C@H](CC(=O)CCC[C@H](CCCC(=O)CC(CC(=O)CC(=O)O[C@@H]1[C@@H](C)C[C@H](C)[C@H](CC(=O)C2=CC=C(C=C2)N)O)O)O)O)C(=O)O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,"['AP5PEF5W7U', 'FR 008IV', 'FR-008IV', 'Candicidin D, 9,13-dideoxy-5-hydroxy-', '879558-52-8', 'UNII-48N2IYJ202 component VQDWZFHLSMGXRI-WIQWGLCJSA-N']",,UNII-AP5PEF5W7U,['pubchem:76965088'],,,1092.5769992280002,C59H84N2O17
0,,,,CCCC[C@@H](C)[C@@H](OC(=O)C[C@H](CC(O)=O)C(O)=O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@H](CC(O)=O)C(O)=O,,,fumonisin B1,['npatlas:12054'],,,721.3884701880002,C34H59NO15
0,,,,CCCCC(C)C(C(CC(C)CC(CCCCC(CC(C(C)N)O)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O,,,fumonisin,['pubchem:3431'],,,721.3884701879999,C34H59NO15
0,,,,C/C=C(/C)\C=C(/C)\C=C(/C)\C=C\C=C(/C)\C(=O)[C@@]12[C@@H](O1)[C@](NC2=O)(CCO)O,,,fusarin,['pubchem:15942871'],,,387.20457302799997,C22H29NO5
0,,,,CC[C@@H]1OC(=O)[C@H](C)C(=O)[C@](O)(CO)C\C(OC)=C\[C@@H](C)CC(=C)\C=C1/C,,,rustmicin,['npatlas:17893'],,,380.219888744,C21H32O6
0,,,,CO[C@H]1C[C@H](C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](CC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O,,,geldanamycin,"['npatlas:19914', 'pubchem:5288382']",,,558.294116304,C30H42N2O8
0,,,,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)/C)OC)OC(=O)N)\C)C)O)OC,,,geldanamycin,['pubchem:5288382'],,,560.2733808599999,C29H40N2O9
0,,,,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)/C)OC)OC(=O)N)\C)C)O)OC,,,geldanamycin,['pubchem:5288382'],,,560.2733808599999,C29H40N2O9
0,,,,CO[C@@H]([C@H](C)[C@@H](O)CC(O)=O)C(C)(C)C(=O)[C@@H](C)C[C@H](C)[C@H](O)[C@@]1(C)O[C@@H]1[C@@H](C)C=C(C)C,,,gephyronic acid,['npatlas:1724'],,,470.32435381199997,C26H46O7
0,,"['Antifungal', 'Cytotoxic']",,COC1=CC(OC)=C(Cl)C2=C1C(=O)C1(O2)[C@H](C)CC(=O)C=C1OC,"['fulvicin', 'grisactin', 'grisovin', 'griseofulvinum', 'spirofulvin']",[{'target': 'microtubule protein'}],griseofulvin,"['npatlas:2483', 'pubchem:441140']",,,352.071365944,C17H17ClO6
1,,,,COC1=CC(OC)=C2C(OC3(C(C)CC(=O)C=C3OC)C2=O)=C1,,,epidechlorogriseofulvin,['npatlas:19749'],,,318.110338296,C17H18O6
2,,['antioxidant'],,CC1=CC(=CC2=C1C(=O)C3=C(C=C(C=C3O2)O)O)O,,,norlichexanthone,['pubchem:5281657'],,,258.05282342000004,C14H10O5
3,,,,CC1=CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,['amudene'],,dehydrogriseofulvin,['pubchem:3082005'],,,350.05571588,C17H15ClO6
4,,,,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3O)OC)Cl)OC,,,4-desmethylgriseofulvin,['pubchem:44565921'],,,338.05571588000004,C16H15ClO6
5,,,,CC1=CC(=CC2=C1C(=O)C3=C(O2)C(=C(C=C3O)OC)C)O,,,griseoxanthone B,['pubchem:5359037'],,,286.084123548,C16H14O5
0,,['Antibacterial'],,CC=C(C)C1CC=C(C)C(OC2OC(CO)C(O)C2O)C(OC(=O)CC(C)C)C(=O)CC(O)C(C)C(=O)O1,,,gulmirecin A,['npatlas:955'],,,542.2727121639998,C27H42O11
0,,,,CCC(O)C(C)C(O)CC(O)C(O)\C=C(/C)CC(C)C1CC(O)C(C)\C=C\C=C\CC(C)C(=O)CC2CCC(C)C(O)(C\C=C(\C)/C=C(C)/C(O)C(=O)\C=C(C)\C(=O)O1)O2,,,halstoctacosanolide A,['npatlas:16676'],,,844.5336778720001,C48H76O12
0,,,,CO[C@H]1C[C@H](C)[C@@H](OC)C2=CC(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1OC)C2=O,,,herbimycin A,['npatlas:3301'],,,574.289030924,C30H42N2O9
0,,,,CCC1CCC(=O)C2=C(O)C(C)=CC3=C2C(=O)C=C(NC(=O)C\C=C(C)\C(=O)O[C@@H](C)[C@@H](O)\C=C\1)C3=O,,,hygrocin A,"['npatlas:4945', 'pubchem:5326374']",,,509.2049669519999,C28H31NO8
1,,,,CCC1CCC(=O)C2=C(O)C(C)=CC3=C2C(=O)C2=C(NC(=O)C=C[C@]2(C)C(=O)O[C@@H](C)[C@@H](O)\C=C\1)C3=O,,,hygrocin B,"['npatlas:11351', 'pubchem:5326384']",,,507.1893168879999,C28H29NO8
0,,,,CC1C/C=C\C(=O)C2C(O2)CC([C@H](C3=CC(=CC(=C3C(=O)O1)O)OC)O)O,,,hypothemycin,['pubchem:6474405'],,,378.13146766399984,C19H22O8
0,,,,CC1C/C=C\C(=O)C2C(O2)CC([C@H](C3=CC(=CC(=C3C(=O)O1)O)OC)O)O,,,hypothemycin,['pubchem:6474405'],,,378.13146766399984,C19H22O8
0,,,,CN[C@H]1CC[C@H](O[C@@H]2CO[C@@H](O[C@H]3\C=C/C=C/C(/C)=C/C=C/C(/C)=C/C[C@H](C)NC(=O)\C(OC)=C\C(\C)=C\C=C\C=C\[C@@]3(C)O)[C@H](NC)[C@H]2O)O[C@@H]1C,,,incednine,['npatlas:14992'],,,737.4615159760001,C42H63N3O8
0,,,,CC[C@H]1CC[C@@H]2[C@@H]1C=C[C@H]([C@H]2C(=O)C3=CC=CN3)/C=C/C=C(\CC)/[C@H]4[C@H](CC[C@@H](O4)[C@@H](C)C(=O)O)C,,,X-14547,['pubchem:10345604'],,,493.31920885599993,C31H43NO4
0,,,,CC[C@H]1O[C@H](CC=C1C)C(\C)=C\[C@H](C)\C=C\[C@H]1CC(OC)=C(CO)C(=O)O1,,,jerangolid A,"['npatlas:2932', 'pubchem:10762085', 'chemspider:8937404']",,,376.2249741239999,C22H32O5
1,,,,CC[C@@H]1C(=CC[C@@H](O1)/C(=C/[C@H](C)/C=C/[C@H]2CC(=C(C(=O)O2)C)OC)/C)C,,,jerangolid D,['chemspider:17273836'],,,360.23005950399994,C22H32O4
0,,"['Antibacterial', 'Cytotoxic']",[{'moiety': 'beta-azatyrosine'}],CC1C(C(CC(O1)OC\2COC(=O)C(CC3=NC(=C(C=C3)OC4C=C5C#C/C2=C\C#CC6C5(C4OC7CC(C(C(O7)C)O)(C)O)O6)Cl)NC(=O)C8=C(C=C9C=C(C(=C(C9=C8)OC)OC)OC(C)C)O)O)N(C)C,,[{'target': 'DNA'}],kedarcidin,['pubchem:6477354'],,,1029.3662105200003,C53H60ClN3O16
0,,,,C[C@H]1C[C@@H]([C@@H]([C@@H]2[C@@H]1[C@]3([C@@H](C=C2)/C(=C\C[C@@H](/C(=C/[C@@H]4C=C([C@@H](C[C@@]45C(=O)C(=C(O5)O)C3=O)C)CO)/C)O[C@H]6C[C@]([C@H]([C@H](O6)C)NC(=O)OC)(C)[N+](=O)[O-])/C)C)O[C@H]7C[C@H]([C@H]([C@@H](O7)C)O)O[C@H]8C[C@H]([C@H]([C@@H](O8)C)O[C@@H]9C[C@H]([C@H]([C@@H](O9)C)OC)O)O[C@H]1C[C@H]([C@H]([C@@H](O1)C)O)O)C,,,kijanimicin,['pubchem:24839883'],,,1316.6666020799998,C67H100N2O24
0,,"['Antifungal', 'Cytotoxic', 'Inhibitor']",,C[C@@H](\C=C(/C)C1OC(=O)\C=C\CC\C=C\C=C/[C@@H]1C)C(=O)C[C@H](O)CC1CC(=O)NC(=O)C1,['ltm'],[{'target': 'ribosome'}],lactimidomycin,"['npatlas:10776', 'pubchem:11669726']",,,457.24643783999994,C26H35NO6
1,,,,C[C@@H](\C=C(/C)[C@@H]1OC(=O)\C=C\CC\C=C\CC[C@@H]1C)C(=O)C[C@H](O)CC1CC(=O)NC(=O)C1,,,"8,9-dihydrolactimidomycin",['npatlas:8448'],,,459.26208790399994,C26H37NO6
2,,,,C[C@@H](\C=C(/C)[C@@H]1OC(=O)\C=C\CC\C=C\[C@@H](O)C[C@@H]1C)C(=O)C[C@H](O)CC1CC(=O)NC(=O)C1,,,"8-hydroxy-8,9-dihydrolactidomycin",['npatlas:7411'],,,475.2570025239999,C26H37NO7
3,,,,C[C@@H](\C=C(/C)[C@@H]1OC(=O)\C=C\CC\C=C\C[C@@H](O)[C@@H]1C)C(=O)C[C@H](O)CC1CC(=O)NC(=O)C1,,,17-hydroxy-8-desmethoxy-isomigrastatin,['npatlas:13831'],,,475.2570025239999,C26H37NO7
0,,,,CCC(=O)OC(C(C)C1OC2(CCC(C)(O2)C2CCC(C)(O2)C2OC(CC2C)C2OC(O)(CO)C(C)CC2C)CC(O)C1C)C(C)C(O)=O,,,laidlomycin,"['npatlas:16744', 'pubchem:91790']",,,698.4241274240001,C37H62O12
0,,,,[H][C@@]1(OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@H](OC(C)=O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](OC)[C@H]2O)[C@@H](C)C[C@](C)(O)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@H]1C)[C@@H](C)[C@H](C)O,,,lankamycin,"['npatlas:8120', 'pubchem:122781']",,,832.482036224,C42H72O16
0,,,,CCC(C1C(CC(O1)(CC)C2CCC(C(O2)C)(CC)O)C)C(=O)C(C)C(C(C)CCC3=C(C(=C(C=C3)C)O)C(=O)[O-])O.[Na+],,,lasalocid,['pubchem:2724110'],,,612.3638129359999,C34H53NaO8
0,,,,CCC(C1C(CC(O1)(CC)C2CCC(C(O2)C)(CC)O)C)C(=O)C(C)C(C(C)CCC3=C(C(=C(C=C3)C)O)C(=O)[O-])O.[Na+],,,lasalocid,['pubchem:2724110'],,,612.3638129359999,C34H53NaO8
0,,,,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@H](C)CC,,,monacolin K,['npatlas:9354'],,,404.2562742519999,C24H36O5
0,,,,CO[C@H]1C[C@H](C)[C@@H](OC)C2=CC(=O)C=C(NC(=O)\C(C)=C\C=C/[C@@H](C)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1OC)C2=O,,,macbecin,['npatlas:19946'],,,558.294116304,C30H42N2O8
1,,"['Cytotoxic', 'Anticancer agent']",,COC1CC(C)C(OC)C2=C(O)C(NC(=O)\C(C)=C/C=C\C(C)C(OC(N)=O)\C(C)=C/C(C)C1OC)=CC(O)=C2,,[{'target': 'Hsp90'}],macbecin II,"['npatlas:7469', 'pubchem:6438438']","['NMR', 'Mass spectrometry']",,560.3097663679999,C30H44N2O8
0,,,,[H][C@]12C[C@H](C)O[C@]3(N=C(C[C@H]3OC)C3=CC=CN3)[C@]1([H])C1=CC=C(CCCCCCC2)N1,,,marineosin A,['npatlas:13913'],,,409.27292736000004,C25H35N3O2
1,,,,COC1CC(=NC11OC(C)CC2CCCCCCCC3=CC=C(N3)C12)C1=CC=CN1,,,marineosin B,['npatlas:12274'],,,409.2729273600001,C25H35N3O2
0,,,,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)O)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O[C@H]4C[C@H]([C@H]([C@@H](O4)C)O)N(C)C)C)C)O)(C)O,,,megalomicin A,['pubchem:31864'],,,876.55586986,C44H80N2O15
1,,,,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)OC(=O)C)(C)O)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O[C@H]4C[C@H]([C@H]([C@@H](O4)C)O)N(C)C)C)C)O)(C)O,,,megalomicin B,['pubchem:443561'],,,918.5664345440001,C46H82N2O16
2,,,,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)OC(=O)C)(C)OC(=O)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O[C@H]4C[C@H]([C@H]([C@@H](O4)C)O)N(C)C)C)C)O)(C)O,,,megalomicin C1,['pubchem:443562'],,,960.576999228,C48H84N2O17
3,,,,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)OC(=O)CC)(C)OC(=O)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O[C@H]4C[C@H]([C@H]([C@@H](O4)C)O)N(C)C)C)C)O)(C)O,,,megalomicin C2,['pubchem:443563'],,,974.592649292,C49H86N2O17
0,,,,C[C@H]1CC[C@]2(C[C@@H]3C[C@H](O2)C/C=C(\C[C@H](/C=C\CC4COC5[C@@H]4[C@@H](C=C([C@H]5O)COC(=O)C=C(C)C)C(=O)O3)C)/C)OC1C,,,meilingmycin,['pubchem:101260926'],,,612.3662186239999,C36H52O8
0,,['Antibacterial'],,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@H](C)C[C@@H](C)C(=O)\C=C\[C@]1(C)O,['pikromycin'],,methymycin,['npatlas:1238'],,,469.30395271599997,C25H43NO7
0,,,,CCC(=O)O[C@@H]1[C@H](O[C@H](C[C@@]1(C)O)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2N(C)C)O)OC3C(CC(C(/C=C\C=C\CC(OC(=O)CC(C3OC)OC(=O)CC)C)O)C)CC=O)C)C,,,midecamycin,['pubchem:6436158'],,,813.4510704440002,C41H67NO15
0,,"['Antibacterial', 'Antifungal']",,CCC/C=C/C=C/CC1C/C=C/C=C(/C=C/C=C/C(C(/C=C(/C=C/C=C/C(=O)N1)\C)O)O)\C,,,ML-449,['pubchem:102169033'],,,449.29299410799996,C29H39NO3
0,,,,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@H](C)CC,,,monacolin K,"['npatlas:9354', 'pubchem:129467']",,,404.2562742519999,C24H36O5
0,,,,CCCCCCCC(=O)C1=C2C=C3C=C(OC=C3C(=O)[C@@]2(OC1=O)C)/C=C/C,,,monascorubrin,['pubchem:12118084'],,,382.1780239319999,C23H26O5
0,,,,CCC1(CCC(O1)C1(C)CCC2(CC(O)C(C)C(O2)C(C)C(OC)C(C)C(O)=O)O1)C1OC(CC1C)C1OC(O)(CO)C(C)CC1C,,,monensin,"['npatlas:10274', 'pubchem:4243']",,,670.4292128039999,C36H62O11
0,,['Inhibitor'],,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O,"['frangula emodin', 'emodol', 'rheum emodin', 'schuttgelb']",[{'target': 'STAT3'}],emodin,['pubchem:3220'],,,270.05282342,C15H10O5
1,,,,CC1=CC(C(O)=O)=C(C(=O)C2=C(O)C=CC=C2O)C(O)=C1,,,monodictyphenone,"['npatlas:16280', 'pubchem:16114922']",,,288.063388104,C15H12O6
2,,['Inhibitor'],,CC(C)=CCC1=CC=C(O)C2=C1OC1=C(C2=O)C2=C(OC[C@H]([C@@H]2O)C(C)=C)C(C)=C1,,[{'target': 'calmodulin'}],shamixanthone,"['npatlas:13991', 'pubchem:15596091']",,,406.178023932,C25H26O5
0,,,,CC[C@@H]1[C@]([C@@H]2[C@H](O2)/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H](/C=C/C(=O)O1)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)C)C)(CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC)O,,,mycinamicin II,['pubchem:49787022'],,,727.4142910120001,C37H61NO13
0,,,,C[C@@H](O)C[C@@H](O)[C@H](C)\C=C(/C)C[C@H](C)[C@H]1C\C=C(C)/C[C@H](C)[C@H](CCCC(=O)O1)OC(=O)\C=C\C(\C)=C\C(\C)=C\C=C\C(\C)=C\[C@H](O)[C@@H](O)C[C@H](C)O,,,mycolactone B,['npatlas:19693'],,,742.5019838200001,C44H70O9
0,,['Inhibitor'],,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C,,[{'target': 'inosine monophosphate dehydrogenase'}],mycophenolic acid,"['npatlas:15757', 'pubchem:446541', 'chebi:168396', 'chembl:866', 'chemspider:393865']",,,320.12598836,C17H20O6
0,,,,C[C@H]1C[C@H]([C@@](O[C@@H]1[C@H]2C[C@@H]([C@@]3(O2)[C@@H]([C@H](C[C@@H](O3)[C@@]4(CC[C@@]5(O4)C[C@@H]([C@H]([C@H](O5)[C@@H](C)/C=C(\C)/C(=O)[C@H](C)C[C@H](C)C(=O)O)C)O)C)O[C@@H]6CC[C@@H]([C@@H](O6)C)OC)C)C)(CO)O)C,,,nanchangmycin,['pubchem:11953995'],,,866.5391571760001,C47H78O14
0,,,,C[C@H]1\C=C\C=C/C=C(C)\C(=O)NC2=C(Cl)C(=O)C3=C(C=C(C)C(O)=C3C(=O)\C(C)=C\[C@H](C)[C@@H](O)[C@@H](C)\C=C\[C@@H](O)C\C=C(C)\C(=O)C[C@@H]1O)C2=O,,,naphthomycin A,['npatlas:326'],,,719.286109732,C40H46ClNO9
0,,,,,,,naphthopyrone,,,,,
0,,,,C[C@@H]1CC=CC=CC=CC=C[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@@H]3[C@H](O3)C=CC(=O)O1)O)O)O)C(=O)O)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)C)O)N)O,,,natamycin,['pubchem:2723719'],,,665.3047405639999,C33H47NO13
0,,,,[H][C@@]12OC\C3=C/C=C/[C@H](C)C\C(C)=C\C[C@@H]4C[C@@H](C[C@]5(C[C@H](O)[C@H](C)[C@H](O5)C(\C)=C\C(C)C)O4)OC(=O)[C@H](C=C(C)[C@H]1O)[C@@]23O,,,LL-F28249α,['npatlas:2610'],,,612.366218624,C36H52O8
0,,,,COC1=C(C)C(=O)C(C)=C(O1)C1C\C(CO1)=C\C(\C)=C\C(\C)=C\C(\C)=C\C1=CC=C(C=C1)N(=O)=O,,,spectinabilin,['npatlas:1602'],,,477.215137712,C28H31NO6
1,,,,COC1=C(C)C(=O)C(C)=C(O1)[C@H]1C\C(CO1)=C\C1=CC=C(C=C1)N(=O)=O,,,orinocin,['npatlas:11246'],,,357.121237328,C19H19NO6
2,,['immunosuppressive'],,[H][C@]12C(C)=CC(C)=C[C@@]1(C)[C@@H](C1=CC=C(C=C1)N(=O)=O)[C@@]21CO[C@H](C1)C1=C(C)C(=O)C(C)=C(OC)O1,,,SNF4435C,"['npatlas:19666', 'chemspider:8088555']",,,477.21513771199994,C28H31NO6
3,,['immunosuppressive'],,[H][C@]12C(C)=CC(C)=C[C@@]1(C)[C@@H](C1=CC=C(C=C1)N(=O)=O)[C@@]21CO[C@@H](C1)C1=C(C)C(=O)C(C)=C(OC)O1,,,SNF4435D,"['npatlas:1579', 'chemspider:8226279']",,,477.21513771199994,C28H31NO6
0,,,,CCC(C)\C=C\C=C\C=C\C(\O)=C\C(=O)C(Cl)(Cl)Cl,,,neocarzilin A,['npatlas:2988'],,,322.029412824,C14H17Cl3O2
1,,,,CC(C)\C=C\C=C\C=C\C(\O)=C\C(=O)C(Cl)(Cl)Cl,,,neocarzilin B,['npatlas:14365'],,,308.01376276,C13H15Cl3O2
0,,"['Antibacterial', 'Cytotoxic']","[{'moiety': 'naphthonate', 'subcluster': ['aam77986', 'aam77997', 'aam77987', 'aam77984']}]",C[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@H]\2[C@@H](C=C3/C2=C\C#C[C@@H]4[C@@](O4)(C#C3)[C@H]5COC(=O)O5)OC(=O)C6=C(C=CC7=C(C=C(C=C76)OC)C)O)NC)O)O,['neocarzinostatin chromophore'],[{'target': 'DNA'}],neocarzinostatin,['pubchem:447545'],,,659.2002754959999,C35H33NO12
0,,,,CC1C/C=C/C=C\C(=O)C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C,,,niddamycin,['pubchem:6440864'],,,783.44050576,C40H65NO14
0,,"[' veterinary medicine, animal husbandry,antimalaria']",,[H][C@](C)(C(O)=O)[C@]1([H])O[C@@H](C[C@@H]2C[C@@H](OC)[C@@H](C)[C@@]3(O[C@@](C)(C[C@H]3C)[C@@]3([H])CC[C@](C)(O3)[C@]3([H])O[C@]([H])(C[C@@H]3C)[C@@]3([H])O[C@@](O)(CO)[C@H](C)C[C@@H]3C)O2)CC[C@@H]1C,"['antibiotic k178', 'antibiotic x464', 'azalomycin m', 'helexin c', 'polyetherin a']",[{'target': 'metal ion'}],nigericin,"['npatlas:1792', 'pubchem:34230']","['NMR', 'Mass spectrometry']",,724.476162996,C40H68O11
0,,['Antifungal'],,C[C@H]1/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H]([C@@H](CC[C@H](C[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,,[{'target': 'cellular membrane/ergosterol'}],nystatin A1,['pubchem:11286230'],,,925.5034999400002,C47H75NO17
0,,,,,,,nystatin-like Pseudonocardia polyene,,,,,
0,,,,CC[C@H]\1CC[C@@H]2[C@@H]([C@@H]([C@H]([C@@]3(O2)CC[C@H]([C@H](O3)C[C@H](C)O)C)C)OC(=O)/C=C/[C@H]([C@@H]([C@H](C(=O)[C@H]([C@@H]([C@H](C(=O)[C@@]([C@@H]([C@H](C/C=C/C=C1)C)O)(C)O)C)O)C)C)O)C)C,,,oligomycin,['pubchem:5281899'],,,790.523113188,C45H74O11
0,,,,CC1=C(C(=CC=C1)O)C(=O)OC[C@]2([C@H]([C@@H]([C@]([C@@]2(C)O)([C@H](C)O)NC(=O)N(C)C)N)NC3=CC=CC(=C3)C(=O)C)O,,,pactamycin,['pubchem:5289124'],,,558.268964176,C28H38N4O8
0,,"['Antibacterial', 'Antifungal', 'Cytotoxic']","[{'moiety': '6-methylsalicylic acid', 'subcluster': ['acj24875']}, {'moiety': 'aminocyclopentitol', 'subcluster': ['acj24861', 'acj24868', 'acj24865']}]",CC[C@]1(NC(=O)N(C)C)[C@@H](N)[C@H](NC2=CC(=CC=C2)C(C)=O)[C@](O)(COC(=O)C2=C(O)C=CC=C2C)[C@]1(C)O,,[{'target': 'Ribosomes'}],7-deoxypactamycin,"['npatlas:1550', 'pubchem:3064514']",,,542.2740495559999,C28H38N4O7
