organism_name,NO,compound
Pyxidicoccus sp. MCy9557,1,pyxipyrrolone B
Streptomyces sp. MBT76,0,qinichelins
Streptomyces globisporus subsp. globisporus,0,radamycin
Streptomyces globisporus subsp. globisporus,1,globimycin
Ralstonia solanacearum GMI1000,0,ralsolamycin
Streptomyces sp.,0,reedsmycins
Arabidopsis thaliana,0,retigeranin
Arabidopsis thaliana,1,arathanatriene
Xenorhabdus nematophila ATCC 19061,0,rhabduscin
Paraburkholderia rhizoxinica HKI 454,0,rhizomide A
Paraburkholderia rhizoxinica HKI 454,1,rhizomide B
Paraburkholderia rhizoxinica HKI 454,2,rhizomide C
Amycolatopsis sp.,0,rifamorpholine A
Amycolatopsis sp.,1,rifamorpholine B
Amycolatopsis sp.,2,rifamorpholine C
Amycolatopsis sp.,3,rifamorpholine D
Amycolatopsis sp.,4,rifamorpholine E
Streptomyces rimosus subsp. rimosus ATCC 10970,0,rimosamide
Sorangium cellulosum,0,ripostatin A
Sorangium cellulosum,1,ripostatin B
Sorangium cellulosum,2,ripostatin C
Streptomyces sp. KIB-H033,0,rubrolone A
Streptomyces sp. KIB-H033,1,rubrolone B
Streptomyces atratus,0,rufomycin
Streptomyces sp. SoC090715LN-17,0,s56-p1
Agrobacterium tumefaciens,0,salecan
Streptomyces sp. CNB091,0,salinamide A
Salinispora pacifica CNY331,0,salinichelins
[Nectria] haematococca mpVI 77-13-4,0,sansalvamide
Streptomyces sp.,0,saquayamycin A
Streptomyces sp. SD85,0,sceliphrolactam
Streptomyces sclerotialus,0,scleric acid
Anabaena sp. UHCC 0451,0,scytophycin
Pseudonocardia sp. HH130630-07,0,selvamicin
Streptomyces fimbriatus,0,spicamycin
Cordana terrestris,0,sespendole
Penicillium janthinellum,0,shearinine D
Escovopsis weberi,0,shearinine D
Streptomyces showdoensis,0,showdomycin
Streptomyces nodosus,0,siamycin
Herpetosiphon sp. B060,0,siphonazole
Planomonospora sphaerica,0,sphaericin
Streptomyces sp. SCSIO 03032,0,spiroindimicin A
Streptomyces sp. SCSIO 03032,1,spiroindimicin B
Streptomyces sp. SCSIO 03032,2,spiroindimicin C
Streptomyces sp. SCSIO 03032,3,spiroindimicin D
Streptomyces sp. SCSIO 03032,4,indimicin A
Streptomyces sp. SCSIO 03032,5,indimicin B
Streptomyces sp. SCSIO 03032,6,indimicin C
Streptomyces sp. SCSIO 03032,7,indimicin D
Streptomyces sp. SCSIO 03032,8,indimicin E
Streptomyces sp. SCSIO 03032,9,lynamicin A
Streptomyces sp. SCSIO 03032,10,lynamicin D
Streptomyces sp. SCSIO 03032,11,lynamicin F
Streptomyces sp. SCSIO 03032,12,lynamicin G
Streptomyces flocculus,0,streptonigrin
Streptomyces seoulensis,0,streptoseomycin
Streptomyces spectabilis,0,streptovaricin
Novosphingobium subterraneum,0,subterisin
Streptococcus suis,0,suicin 3908
Streptococcus suis,0,suicin 65
Streptococcus suis,0,suicin 90-1330
Pseudomonas acidophila,0,sulfazecin
Gynuella sunshinyii YC6258,0,sunshinamide
Streptomyces albidoflavus,0,surugamide A
Streptomyces albidoflavus,1,surugamide D
Chaetothyriaceae sp.,0,swainsonine
Alternaria oxytropis,0,swainsonine
Nostoc sp. UHCC 0450,0,swinholide A
Brevibacillus laterosporus DSM 25,0,tauramamide
Streptomyces anulatus,0,telomestatin
Papaver somniferum,0,thebaine
Candidatus Entotheonella serta,0,theonellamide
Streptomyces venezuelae ATCC 10712,0,thiazostatin
Streptomyces venezuelae ATCC 10712,1,watasemycin A
Streptomyces venezuelae ATCC 10712,2,watasemycin B
Streptomyces venezuelae ATCC 10712,3,2-hydroxyphenylthiazoline enantiopyochelin
Streptomyces venezuelae ATCC 10712,4,isopyochelin
Streptomyces malaysiense,0,thioholgamide A
Streptomyces malaysiense,1,thioholgamide B
Streptomyces olivoviridis,0,thioviridamide
Streptomyces sp. CB03234,0,tiancimycin
Klebsiella oxytoca,0,tilivalline
Pseudomonas tolaasii,0,tolaasin A
Streptomyces pactum,0,totopotensamide A
Streptomyces pactum,1,totopotensamide B
Streptomyces diastatochromogenes,0,toyocamycin
Bacillus thuringiensis serovar chinensis CT-43,0,trans-aconitic acid
Polymorphospora rubra,0,trehangelin
Fusarium asiaticum,0,trichodiene-11-one
Micromonospora chalcea subsp. izumensis,0,tylactone
Streptomyces sp. NRRL WC-3703,0,tyrobetaine
Streptomyces sp. KCB13F003,0,ulleungmycin
Streptomyces uncialis,0,uncialamycin
Shuttle vector AtFAC9J20,0,valactamide A
Streptomyces sp. WAC2288,0,vancosamine
Streptomyces sp. SANK 60404,0,vazabitide A
Streptomyces venezuelae,0,venemycin
Gliocladium sp.,0,verticillin
Cystobacter sp.,0,vioprolide A
Streptomyces sp. CB02120-2,0,weishanmycin
Xenorhabdus beddingii,0,xefoampeptides A-G
Xenorhabdus nematophila AN6/1,0,xenematide
Xenorhabdus sp. KJ12.1,0,xeneprotides A-C
Sarocladium sp. 'schorii',0,xenovulene A
Streptomyces griseus,0,griseochelin
Streptomyces chromofuscus,0,"α,β-epoxyketone"
Salinispora pacifica,0,rosamicin
Salinispora pacifica,1,salinipyrone A
Salinispora pacifica,2,pacificanone A
Myxococcus xanthus DK 1622,0,alkylpyrone-407
Myxococcus xanthus DK 1622,1,alkylpyrone-393
Burkholderia gladioli,0,icosalide A
Burkholderia gladioli,1,icosalide B
Gynuella sunshinyii YC6258,0,tartrolon D
Gynuella sunshinyii YC6258,1,tartrolon F
Gynuella sunshinyii YC6258,2,tartrolon G
Pseudomonas putida,0,WLIP
Aspergillus sp. Z5,0,squalestatin S1
Pseudomonas fluorescens Pf0-1,0,gacamide A
Paraburkholderia rhizoxinica HKI 454,0,holrhizin
Streptomyces sp. CBMAI 2042,0,valinomycin
Streptomyces sp. CBMAI 2042,1,montanastatin
Micromonospora sp. B006,0,diazaquinomycin H
Micromonospora sp. B006,1,diazaquinomycin J
Streptomyces varsoviensis,0,thiovarsolin A
Streptomyces varsoviensis,1,thiovarsolin B
Streptomyces varsoviensis,2,thiovarsolin C
Streptomyces varsoviensis,3,thiovarsolin D
Streptomyces sp. F001,0,diazaquinomycin A
Streptomyces sp. F001,1,diazaquinomycin E
Streptomyces sp. F001,2,diazaquinomycin F
Streptomyces sp. F001,3,diazaquinomycin G
Streptomyces erythrochromogenes,0,komodoquinone B
Streptomyces sp. NRRL S-378,0,komodoquinone B
Trichoderma harzianum,0,tricholignan A
Streptomyces caniferus,0,caniferolide A
Streptomyces caniferus,1,caniferolide B
Streptomyces caniferus,2,caniferolide C
Streptomyces caniferus,3,caniferolide D
Aspergillus sp. CLMG-2019a,0,burnettramic acid A
Pseudomonas syringae,0,fosfomycin
Thermobispora bispora DSM 43833,0,thiomuracin
Bacillus cereus BAG2O-1,0,bacillicin BAG2O
Aeribacillus pallidus,0,geocillicin
Bacillus mycoides,0,bacillicn CER074
Listeria monocytogenes SLCC2540,0,listeriocytocin
Parastagonospora nodorum SN15,0,elsinochrome C
Byssochlamys spectabilis,0,viriditoxin
Xenorhabdus szentirmaii DSM 16338,0,iodinin
Xenorhabdus budapestensis,0,putrebactin
Xenorhabdus budapestensis,1,avaroferrin
Xenorhabdus bovienii SS-2004,0,fabclavine-polyamine
Xenorhabdus szentirmaii DSM 16338,0,pyrrolizixenamide A
Aspergillus flavus,0,cyclopiazonic acid
Streptomyces sp. ISID311,0,cyphomycin
Pyricularia grisea,0,pyrichalasin H
Penicillium rubens Wisconsin 54-1255,0,chrysoxanthone A
Penicillium rubens Wisconsin 54-1255,1,chrysoxanthone B
Penicillium rubens Wisconsin 54-1255,2,chrysoxanthone C
Symbiodinium sp. clade A Y106,0,porphyra-334
Fischerella sp. PCC 9339,0,aranazole A
Fischerella sp. PCC 9339,1,aranazole B
Fischerella sp. PCC 9339,2,aranazole C
Fischerella sp. PCC 9339,3,aranazole D
Streptomyces sp. NRRL F-4335,0,oxazolepoxidomycin A
Claviceps purpurea 20.1,0,secalonic acids
Bacillus thuringiensis serovar huazhongensis BGSC 4BD1,0,huazacin
Ustilago maydis 521,0,mannosylerythritol lipid A
Ustilago maydis 521,1,mannosylerythritol lipid B
Ustilago maydis 521,2,mannosylerythritol lipid C
Thermobifida fusca YX,0,fusilassin
Vibrio campbellii ATCC BAA-1116,0,amphi-enterobactin 1
Vibrio campbellii ATCC BAA-1116,1,amphi-enterobactin 2
Vibrio campbellii ATCC BAA-1116,2,amphi-enterobactin 3
Vibrio campbellii ATCC BAA-1116,3,amphi-enterobactin 4
Ruminiclostridium cellulolyticum H10,0,closthioamide
Botrytis cinerea B05.10,0,botcinic acid
Botrytis cinerea B05.10,0,abscisic acid
Lactobacillus plantarum,0,heteropolysaccharide (HePS)
Streptomyces sp. CB09001,0,huanglongmycin A
Streptomyces sp. CB09001,1,huanglongmycin B
Streptomyces sp. CB09001,2,huanglongmycin C
Streptomyces luteoverticillatus,0,carbazomycin B
Burkholderia ambifaria IOP40-10,0,cepacin A
Streptomyces platensis,0,thioplatensimycin
Streptomyces platensis,1,thioplatencin
Leptosphaeria maculans JN3,0,abscisic acid
Burkholderia cenocepacia H111,0,fragin
Trichoderma harzianum,0,tricholignan A
Myxococcus virescens,0,bengamide
Streptomyces sp. MA37,0,neocarazostatin A
Micromonospora rosaria,0,fluostatin
Streptomyces somaliensis,0,violapyrone B
Daldinia eschscholzii IFB-TL01,0,naphthalene
Daldinia eschscholzii IFB-TL01,0,chromane
Streptomyces sp. SD85,0,sceliphrolactam
Strobilurus tenacellus,0,strobilurin
Streptomyces cyslabdanicus,0,cyslabdan
Streptomyces anulatus,0,raimonol
Streptomyces sp. SANK 60404,0,"(2S,6R)-diamino-(5R,7)-dihydroxy-heptanoic acid"
fungal sp. ATCC 74256,0,phomoidride
Streptomyces sp. RI18,0,benzastatin J
Streptomyces sp. RI18,1,7-hydroxyl benzastatin B
Streptomyces sp. RI18,2,7-hydroxyl O-demethylbenzastatin A
Streptomyces sp. RI18,3,JBIR-67
Streptomyces sp. RI18,4,7-hydroxyl benzastatin F
Streptomyces sp. RI18,5,7-hydroxyl O-demethylbenzastatin D
Streptomyces sp. RI18,6,O-demethylvirantmycin
Streptomyces sp. RI18,7,7-hydroxyl benzastatin D
Streptomyces sp. RI18,8,virantmycin
Streptomyces sp. RI18,9,benzastatin K
Streptomyces sp. RI18,10,methylbenzastatin K
Phoma betae,0,betaestacin I
Phoma betae,1,betaestacin II
Streptomyces lavendulae,0,lavendiol
Streptomyces nigrescens,0,"5-alkyl-1,2,3,4-tetrahydroquinolines"
Streptomyces nigrescens,1,streptoaminals
Streptomyces sp.,0,JBIR-06
Streptomyces orinoci,0,neoantimycin
Streptomyces sp.,0,siamycin I
Streptomyces sp.,0,MS-271
Streptomyces sp. SoC090715LN-16,0,isoindolinomycin
Acremonium egyptiacum,0,ascochlorin
Acremonium egyptiacum,0,ascofuranone
Streptomyces sp.,0,altemicidin
Streptomyces sp.,1,SB-203207
Streptomyces sp.,2,SB-203208
Talaromyces verruculosus,0,chrodrimanin B
Streptomyces sp.,0,A-94964
Streptomyces sp. MA37,0,"(2R,3S,4S)-5-fluoro-2,3,4-trihydroxypentanoic acid"
Streptococcus ferus,0,WGK
Aeribacillus pallidus,0,pallidocin
unidentified unclassified sequences.,0,carrimycin
Kitasatospora mediocidica,0,mediomiycin A
Sphaerospermopsis sp. LEGE 00249,0,sphaerocyclamide
Streptomyces armeniacus,0,armeniaspirols
Streptomyces cyaneofuscatus,0,"3,7-dihydroxytropolone"
Hypoxylon pulicicidum,0,nodulisporic acid F
Streptomyces tubercidicus,0,tubercidin
Candidatus Entotheonella serta,0,entotheonella
Streptomyces seoulensis,0,streptoseomycin
Pyxidicoccus fallax,0,pyxidicycline A
Pyxidicoccus fallax,1,pyxidicycline B
Myxococcus fulvus,0,fulvuthiacene A
Myxococcus fulvus,1,fulvuthiacene B
Streptomyces rimosus subsp. paromomycinus,0,malonomycin
Cystobacter sp.,0,vioprolides A
Cystobacter sp.,1,vioprolides B
Cystobacter sp.,2,vioprolides C
Cystobacter sp.,3,vioprolides D
Streptosporangium sp.,0,funisamine
Myxococcus sp.,0,chloromyxamide
Burkholderia gladioli,0,lagriamide
Acinetobacter baumannii,0,K53 capsular polysaccharide
Streptomyces sp.,0,naseseazine C
Streptomyces sp.,1,C3-aryl pyrroloindolines
Pseudo-nitzschia multiseries,0,domoic acid
Cylindrospermum moravicum CCALA 993,0,puwainaphycin F
Cylindrospermum moravicum CCALA 993,1,minutissamide A
Cylindrospermum alatosporum CCALA 994,0,puwainaphycin F
Cylindrospermum alatosporum CCALA 994,1,minutissamide A
Anabaena minutissima UTEX B 1613,0,minutissamide A
Anabaena minutissima UTEX B 1613,1,minutissamide C
Anabaena minutissima UTEX B 1613,2,minutissamide D
Anabaena sp. UHCC-0399,0,puwainaphycin F
Anabaena sp. UHCC-0399,1,minutissamide A
Anabaena sp. UHCC-0399,2,minutissamide B
Anabaena sp. UHCC-0399,3,minutissamide C
Anabaena sp. UHCC-0399,4,minutissamide D
Talaromyces wortmannii,0,wortmanamide A
Talaromyces wortmannii,1,wortmanamide B
Amycolatopsis keratiniphila,0,keratinimicin A
Amycolatopsis keratiniphila,1,keratinimicin B
Amycolatopsis keratiniphila,2,keratinimicin C
Amycolatopsis keratiniphila,3,keratinimicin D
Streptomyces miharaensis,0,miharamycin A
Streptomyces miharaensis,1,miharamycin B
Streptomyces novoguineensis,0,amipurimycin
Streptomyces novoguineensis,0,amipurimycin
Streptomyces hiroshimensis,0,taylorflavin A
Streptomyces hiroshimensis,1,taylorflavin B
Streptomyces hiroshimensis,0,hiroshidine
Streptomyces sp.,0,ashimides
Cyanobium sp. LEGE 06113,0,hierridin B
Cyanobium sp. LEGE 06113,1,hierridin C
Catenulispora sp.,0,catenulisporolides
Cystobacterineae bacterium,0,alkylpyrone-407
Cystobacterineae bacterium,1,alkylpyrone-393
Streptomyces albus subsp. chlorinus,0,nybomycin
Phoma sp.,0,BII-rafflesfungin
Streptomyces hawaiiensis,0,acyldepsipeptide 1
uncultured bacterium,0,cadaside A
uncultured bacterium,1,cadaside B
Talaromyces wortmannii,0,asperterpenoid A
Okeania hirsuta,0,malyngamide C acetate
Okeania hirsuta,0,malyngamide I
Streptomyces hiroshimensis,0,toxoflavin
Streptomyces hiroshimensis,1,fervenulin
Streptomyces hiroshimensis,0,fervenulin
Digenea simplex,0,kainic acid
Streptomyces atratus,0,atratumycin
Phoma sp.,0,eupenifeldin
Phoma sp.,0,eupenifeldin
Aspergillus sp. CLMG-2019a,0,burnettramic acid
Streptomyces vinaceusdrappus,0,LL-D49194α1 (LLD)
Pseudomonas sp.,0,lokisin
Pyricularia grisea,0,pyrichalasin H
Kitasatospora aureofaciens,0,triacsins
Streptomyces sp.,0,sarpeptin A
Streptomyces sp.,1,sarpeptin B
Streptomyces candidus,0,pyrazomycin
Streptomyces chrestomyceticus,0,purincyclamide
Pseudomonas koreensis,0,koreenceine A
Pseudomonas koreensis,1,koreenceine B
Pseudomonas koreensis,2,koreenceine C
Pseudomonas koreensis,3,koreenceine D
Aspergillus novofumigatus IBT 16806,0,neosartorin
Kluyveromyces lactis,0,pulcherrimin
Aspergillus fumigatus Af293,0,xanthocillin
Methylorubrum extorquens AM1,0,toblerol A
Methylorubrum extorquens AM1,1,toblerol B
Methylorubrum extorquens AM1,2,toblerol C
Methylorubrum extorquens AM1,3,toblerol D
Methylorubrum extorquens AM1,4,toblerol E
Methylorubrum extorquens AM1,5,toblerol F
Methylorubrum extorquens AM1,6,toblerol G
Methylorubrum extorquens AM1,7,toblerol H
Erwinia amylovora CFBP1430,0,thioguanine
Paenibacillus polymyxa E681,0,paenilipoheptin
Streptomyces cattleya NRRL 8057 = DSM 46488,0,β-ethynylserine
Aspergillus oryzae RIB40,0,heptelidic acid
Aspergillus oryzae RIB40,0,oryzine A
Aspergillus oryzae RIB40,1,oryzine B
Nicotiana tabacum,0,capsidiol
Aspergillus nidulans FGSC A4,0,aspernidgulene A1
Aspergillus nidulans FGSC A4,1,aspernidgulene A2
Aspergillus nidulans FGSC A4,2,aspernidgulene B1
Paraburkholderia graminis C4D1M,0,gramibactin
Streptomyces aurantiacus JA 4570,0,setomimycin
Azotobacter chroococcum NCIMB 8003,0,crochelin A
Serratia fonticola,0,"1,6-phenazinedimethanol"
Serratia fonticola,1,fontizine A
[Polyangium] brachysporum,0,glidopeptin A
Methylosinus trichosporium OB3b,0,methanobactin
Xanthomonas oryzae pv. oryzae,0,RaxX
Streptomyces albus,0,albusnodin
Amycolatopsis tolypomycina,0,atolypene A
Amycolatopsis tolypomycina,1,atolypene B
Xenorhabdus doucetiae,0,aryl polyenes
Amycolatopsis vancoresmycina,0,kanglemycin A
Amycolatopsis vancoresmycina,1,kanglemycin V1
Amycolatopsis vancoresmycina,2,kanglemycin V2
Streptomyces sp. CNB091,0,streptophenazine B
Streptomyces sp. CNB091,1,streptophenazine C
Streptomyces sp. CNB091,2,streptophenazine F
Streptomyces sp. CNB091,3,streptophenazine G
Streptomyces sp. CNB091,4,streptophenazine H
Amycolatopsis alba DSM 44262,0,ansacarbamitocin A
Streptomyces afghaniensis 772,0,julichrome Q3-3
Streptomyces afghaniensis 772,1,julichrome Q3-5
Streptomyces curacoi,0,curacozole
Actinobacteria bacterium OK006,0,pepticinnamin E
Streptomyces sp. ZS0098,0,aborycin
Streptomyces sp. QL37,0,lugdunomycin
Streptomyces cattleya NRRL 8057 = DSM 46488,0,azomycin
Streptomyces sp. CB03234,0,tiancilactone
Photorhabdus laumondii subsp. laumondii TTO1,0,photolose
Actinoplanes missouriensis 431,0,fogacin A
Actinoplanes missouriensis 431,1,fogacin B
Actinoplanes missouriensis 431,2,fogacin C
Streptomyces armeniacus,0,armeniaspirol A
Streptomyces armeniacus,1,armeniaspirol B
Streptomyces armeniacus,2,armeniaspirol C
Amycolatopsis saalfeldensis,0,saalfelduracin
Nocardia argentinensis,0,nargenicin
Jahnella sp. MSr9139,0,thaxteramide C
Jahnella sp. MSr9139,0,thaxteramide A1
Jahnella sp. MSr9139,1,thaxteramide A2
Jahnella sp. MSr9139,2,thaxteramide B1
Jahnella sp. MSr9139,3,thaxteramide B2
Pseudomonas syringae pv. maculicola str. ES4326,0,TglA-thiaGlu
Streptomyces griseus,0,frigocyclinone
Streptomyces lunaelactis,0,bagremycin A
Streptomyces lunaelactis,1,bagremycin B
Streptomyces lunaelactis,2,bagremycin C
Streptomyces lunaelactis,3,bagremycin E
Streptomyces lunaelactis,4,bagremycin F
Streptomyces lunaelactis,5,bagremycin G
Streptomyces lunaelactis,6,ferroverdin A
Streptomyces lunaelactis,7,ferroverdin B
Streptomyces lunaelactis,8,ferroverdin C
Byssochlamys spectabilis,0,viriditoxin
Kitasatospora setae KM-6054,0,kitasetaline
Streptomyces sp. S816,0,pentamycin
Streptomyces ambofaciens ATCC 23877,0,spiramycin
Streptomyces sp. IB2014 016-6,0,perquinoline A
Streptomyces sp. IB2014 016-6,1,perquinoline B
Streptomyces sp. IB2014 016-6,2,perquinoline C
Neonectria sp. DH2,0,ilicicolin H
Streptomyces lavendulae,0,dehydrofosmidomycin
