,compounds,ncbi_tax_id,organism_name,file
1063,"[{'chem_struct': 'C[C@H](\\C=C\\CC\\C=C\\C=C\\C=C\\C=C\\C(=O)NC1=C(O)CCC1=O)C(O)[C@@H](C)C(O)\\C=C\\C=C\\C=C\\C=C\\C=C\\CC(OC1OC(C)C(O)C(O)C1O)C(C)C(=O)CC(O)CC(O)CC(O)\\C=C\\CC(O)CC(O)CC(O)CC(O)\\C=C\\CC(O)CC(O)CCCN', 'compound': 'ECO-02301', 'database_id': ['npatlas:3626', 'pubchem:23724554'], 'mol_mass': 1296.7495438560002, 'molecular_formula': 'C70H108N2O20'}]",255848,Streptomyces aizunensis,mibig_json_2.0/BGC0000052.json
1321,"[{'chem_struct': 'CC[C@H]1[C@@H](C[C@](O[C@@H]1C)(O)[C@H]([C@H](O)[C@@H]([C@H]2OC(=O)/C=C/C=C/[C@@H]([C@H](OC(=O)/C=C/C=C/[C@@H]2C)[C@H]([C@@H](O)[C@@H]([C@@]3(O[C@@H]([C@H]([C@@H](C3)O[C@@H]4O[C@H]([C@H]([C@H](C4)O)O)C)CC)C)O)C)C)C)C)C)O[C@@H]5O[C@H]([C@H]([C@H](C5)O)O)C', 'compound': 'elaiophylin', 'database_id': ['pubchem:6444206'], 'mol_mass': 1024.5970659760003, 'molecular_formula': 'C54H88O18'}]",12908,Unknown. Unclassified.,mibig_json_2.0/BGC0000053.json
1428,"[{'chem_struct': 'CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O', 'compound': 'erythromycin', 'database_id': ['pubchem:12560'], 'mol_mass': 733.4612412040001, 'molecular_formula': 'C37H67NO13'}]",2041,Aeromicrobium erythreum,mibig_json_2.0/BGC0000054.json
1901,"[{'chem_acts': ['Antibacterial', 'Inhibitor'], 'chem_struct': 'CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O', 'chem_synonyms': ['abomacetin', 'erythromycin'], 'chem_targets': [{'target': 'Bacterial 70S ribosome'}], 'compound': 'erythromycin A', 'database_id': ['pubchem:12560', 'chebi:42355', 'chembl:532', 'chemspider:12041'], 'evidence': ['NMR', 'Mass spectrometry', 'X-ray', 'Chemical derivatization', 'Total synthesis'], 'mol_mass': 733.4612412040001, 'molecular_formula': 'C37H67NO13'}, {'chem_acts': ['Antibacterial', 'Inhibitor'], 'chem_struct': 'CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C', 'chem_synonyms': ['berythromycin'], 'chem_targets': [{'target': 'Bacterial 70S ribosome'}], 'compound': 'erythromycin B', 'database_id': ['npatlas:15585', 'pubchem:10702', 'chebi:28196', 'chembl:3220708', 'chemspider:16736538'], 'evidence': ['NMR', 'Mass spectrometry', 'Chemical derivatization', 'Total synthesis'], 'mol_mass': 717.466326584, 'molecular_formula': 'C37H67NO12'}, {'chem_acts': ['Antibacterial', 'Inhibitor'], 'chem_struct': 'CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O', 'chem_targets': [{'target': 'Bacterial 70S ribosome'}], 'compound': 'erythromycin C', 'database_id': ['npatlas:9987', 'pubchem:441095', 'chebi:64273', 'chemspider:75735'], 'evidence': ['NMR', 'Mass spectrometry'], 'mol_mass': 719.44559114, 'molecular_formula': 'C36H65NO13'}, {'chem_acts': ['Antibacterial', 'Inhibitor'], 'chem_struct': 'CC[C@@H]1[C@@H]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)O)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)C', 'chem_targets': [{'target': 'Bacterial 70S ribosome'}], 'compound': 'erythromycin D', 'database_id': ['pubchem:24755489', 'chebi:28331', 'chemspider:21864912'], 'evidence': ['NMR', 'Mass spectrometry'], 'mol_mass': 703.45067652, 'molecular_formula': 'C36H65NO12'}]",405948,Saccharopolyspora erythraea NRRL 2338,mibig_json_2.0/BGC0000055.json
132,"[{'chem_struct': 'CC1C(C(C(C(O1)OC2C#C/C=C/C#CC\\3(C(C(=O)C(=C2/C3=C/CSSSC)NC(=O)OC)OC4CC(C(C(O4)C)O)OC(=O)C5=CC(=C(C=C5NC(=O)C(=C)OC)OC)OC)O)OC6CC(C(CO6)NC(C)C)OC)O)NOC7CC(C(C(O7)C)SC)O', 'compound': 'esperamicin', 'database_id': ['pubchem:71308195'], 'mol_mass': 1324.4147041999997, 'molecular_formula': 'C59H80N4O22S4'}]",46165,Actinomadura verrucosospora,mibig_json_2.0/BGC0000056.json
356,"[{'chem_acts': ['Inhibitor'], 'chem_struct': 'CC1=CC2=C(C(=C1)O)OC3=C(O2)C4(C5C(=CC(=O)C5(C(=O)C4=C(C3=O)O)O)C)C', 'chem_targets': [{'target': 'inhibitor of cathepsin K'}], 'compound': 'F9775A', 'database_id': ['pubchem:9843671'], 'mol_mass': 396.0845174719999, 'molecular_formula': 'C21H16O8'}, {'chem_acts': ['Inhibitor'], 'chem_struct': 'CC1=CC2=C(C(=C1)O)OC3=C(O2)C(=O)C(=C4C3(C5C(=CC(=O)C5(C4=O)O)C)C)O', 'chem_targets': [{'target': 'inhibitor of cathepsin K'}], 'compound': 'F9775B', 'database_id': ['pubchem:25235989'], 'mol_mass': 396.0845174719999, 'molecular_formula': 'C21H16O8'}, {'chem_struct': 'CC1=CC(=CC(=C1C(=O)O)O)O', 'chem_synonyms': ['orsellic acid', 'o-orsellinic acid', 'orcinolcarboxylic acid', 'benzoic acid'], 'compound': 'orsellinic acid', 'database_id': ['pubchem:68072'], 'mol_mass': 168.042258736, 'molecular_formula': 'C8H8O4'}]",227321,Aspergillus nidulans FGSC A4,mibig_json_2.0/BGC0000057.json
1579,"[{'chem_struct': '[H][C@]12O[C@@H]1[C@H](O)[C@H](C)\\C=C(/C)\\C=C(C)\\C(=O)O[C@@]([H])(C\\C=C\\C=C\\C[C@H]2O)[C@@H](C)CCC(O)C(C)C(O)C(C)C(C)OC', 'compound': 'FD-891', 'database_id': ['npatlas:7258', 'pubchem:6444177'], 'mol_mass': 578.3818686879999, 'molecular_formula': 'C33H54O8'}]",68212,Streptomyces graminofaciens,mibig_json_2.0/BGC0000058.json
1771,"[{'chem_struct': 'CCCCC[C@H]([C@@H]1[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@@H](/C(=C/C=C/C=C/C=C/C=C/[C@@H]([C@H](OC1=O)C)O)/C)O)O)O)O)O)O)O)O', 'compound': 'filipin', 'database_id': ['pubchem:6433194'], 'mol_mass': 654.397912676, 'molecular_formula': 'C35H58O11'}]",227882,Streptomyces avermitilis MA-4680 = NBRC 14893,mibig_json_2.0/BGC0000059.json
163,"[{'chem_struct': 'C[C@@](/C=C/[C@@H]1CC=CC(=O)O1)([C@@H](C[C@H](/C=C\\C=C/C=C/CO)O)OP(=O)(O)O)O', 'compound': 'fostriecin', 'database_id': ['pubchem:6436285'], 'mol_mass': 430.13926907399986, 'molecular_formula': 'C19H27O9P'}]",68258,Streptomyces pulveraceus,mibig_json_2.0/BGC0000060.json
313,"[{'chem_struct': 'C[C@H]1/C=C/C=C/C=C\\C=C/C=C/C=C/C=C/[C@@H](C[C@@H]([C@@H]([C@H](CC(=O)C[C@H](C[C@H](C[C@H](CC(=O)CCCC(CC(=O)O[C@@H]1[C@@H](C)C[C@H](C)[C@H](CC(=O)C2=CC=C(C=C2)N)O)O)O)O)O)O)C(=O)O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O', 'chem_synonyms': ['FR-008I', '58591-23-4'], 'compound': 'levorin A3', 'database_id': ['pubchem:118984420'], 'mol_mass': 1110.5875639120002, 'molecular_formula': 'C59H86N2O18'}, {'chem_struct': 'C[C@@H]1[C@H]([C@@H]([C@@H](C(O1)OC\\2CC3C(C(CC(O3)(CC(CC(CC(CC(=O)CCCC(=O)CC(=O)OC(C(/C=C/C=C/C=C/C=C/C=C/C=C/C=C2)C)C(C)CC(C)C(CC(=O)C4=CC=C(C=C4)N)O)O)O)O)O)O)C(=O)O)O)N)O', 'chem_synonyms': ['FR-008-III', 'CPD-13108', 'DAP001325', 'CID6474902', 'Candicidin, Antibiotic for Culture Media Use Only', 'W-108206', '(4E,6E,8E,10E,12E,14E,16E)-3-[(3S,4S,5S,6R)-4-amino-3,5-dihydroxy-6-methyl-tetrahydropyran-2-yl]oxy-19-[6-(4-aminophenyl)-4-hydroxy-1,3-dimethyl-6-oxo-hexyl]-29,31,33,35,37-pentahydroxy-18-methyl-21,23,27-trioxo-20,39-dioxabicyclo[33.3.1]nonatriaconta-4,6,8,10,12,14,16-heptaene-38-carboxylic acid'], 'compound': 'C06690', 'database_id': ['pubchem:11953885'], 'mol_mass': 1108.5719138480001, 'molecular_formula': 'C59H84N2O18'}, {'chem_struct': 'C[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OC/2CC3C(C(CC(O3)(CC(CC(CC(CC(=O)CCCC(=O)CC(=O)OC(C(/C=C\\C=C/C=C\\C=C/C=C\\C=C/C=C2)C)C(C)CC(C)C(CC(=O)C4=CC=C(C=C4)N)O)O)O)O)O)O)C(=O)O)O)N)O', 'compound': 'FR-008-III', 'database_id': ['pubchem:101492346'], 'mol_mass': 1108.5719138480001, 'molecular_formula': 'C59H84N2O18'}, {'chem_struct': 'C[C@@H]1[C@H]([C@@H]([C@@H](C(O1)OC2CC3C(C(CC(O3)(CC(CC(CC(CC(=O)CCCC(=O)CC(=O)OC(C(C=CC=CC=CC=CC=CC=CC=C2)C)C(C)CC(C)C(CC(=O)C4=CC=C(C=C4)N)O)O)O)O)O)O)C(=O)O)O)N)O', 'chem_synonyms': ['FR-008-III', 'AC1L9AML', '3-[(3S,4S,5S,6R)-4-amino-3,5-dihydroxy-6-methyloxan-2-yl]oxy-19-[7-(4-aminophenyl)-5-hydroxy-4-methyl-7-oxoheptan-2-yl]-29,31,33,35,37-pentahydroxy-18-methyl-21,23,27-trioxo-20,39-dioxabicyclo[33.3.1]nonatriaconta-4,6,8,10,12,14,16-heptaene-38-carboxylic acid'], 'compound': 'candicidin A', 'database_id': ['pubchem:441142'], 'mol_mass': 1108.5719138480001, 'molecular_formula': 'C59H84N2O18'}, {'chem_struct': 'C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@@H]([C@@H]([C@H](CC(=O)CCC[C@H](CCCC(=O)CC(CC(=O)CC(=O)O[C@@H]1[C@@H](C)C[C@H](C)[C@H](CC(=O)C2=CC=C(C=C2)N)O)O)O)O)C(=O)O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O', 'chem_synonyms': ['AP5PEF5W7U', 'FR 008IV', 'FR-008IV', 'Candicidin D, 9,13-dideoxy-5-hydroxy-', '879558-52-8', 'UNII-48N2IYJ202 component VQDWZFHLSMGXRI-WIQWGLCJSA-N'], 'compound': 'UNII-AP5PEF5W7U', 'database_id': ['pubchem:76965088'], 'mol_mass': 1092.5769992280002, 'molecular_formula': 'C59H84N2O17'}]",206662,Streptomyces sp. FR-008,mibig_json_2.0/BGC0000061.json
1646,"[{'chem_struct': 'CCCC[C@@H](C)[C@@H](OC(=O)C[C@H](CC(O)=O)C(O)=O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@H](CC(O)=O)C(O)=O', 'compound': 'fumonisin B1', 'database_id': ['npatlas:12054'], 'mol_mass': 721.3884701880002, 'molecular_formula': 'C34H59NO15'}]",117187,Fusarium verticillioides,mibig_json_2.0/BGC0000062.json
1710,"[{'chem_struct': 'CCCCC(C)C(C(CC(C)CC(CCCCC(CC(C(C)N)O)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O', 'compound': 'fumonisin', 'database_id': ['pubchem:3431'], 'mol_mass': 721.3884701879999, 'molecular_formula': 'C34H59NO15'}]",5507,Fusarium oxysporum,mibig_json_2.0/BGC0000063.json
1029,"[{'chem_struct': 'C/C=C(/C)\\C=C(/C)\\C=C(/C)\\C=C\\C=C(/C)\\C(=O)[C@@]12[C@@H](O1)[C@](NC2=O)(CCO)O', 'compound': 'fusarin', 'database_id': ['pubchem:15942871'], 'mol_mass': 387.20457302799997, 'molecular_formula': 'C22H29NO5'}]",117187,Fusarium verticillioides,mibig_json_2.0/BGC0000064.json
1359,"[{'chem_struct': 'CC[C@@H]1OC(=O)[C@H](C)C(=O)[C@](O)(CO)C\\C(OC)=C\\[C@@H](C)CC(=C)\\C=C1/C', 'compound': 'rustmicin', 'database_id': ['npatlas:17893'], 'mol_mass': 380.219888744, 'molecular_formula': 'C21H32O6'}]",33898,Streptomyces galbus,mibig_json_2.0/BGC0000065.json
516,"[{'chem_struct': 'CO[C@H]1C[C@H](C)CC2=C(OC)C(=O)C=C(NC(=O)\\C(C)=C\\C=C/[C@H](OC)[C@@H](CC(N)=O)\\C(C)=C\\[C@H](C)[C@H]1O)C2=O', 'compound': 'geldanamycin', 'database_id': ['npatlas:19914', 'pubchem:5288382'], 'mol_mass': 558.294116304, 'molecular_formula': 'C30H42N2O8'}]",1912,Streptomyces hygroscopicus,mibig_json_2.0/BGC0000066.json
919,"[{'chem_struct': 'C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\\C=C(\\C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)/C)OC)OC(=O)N)\\C)C)O)OC', 'compound': 'geldanamycin', 'database_id': ['pubchem:5288382'], 'mol_mass': 560.2733808599999, 'molecular_formula': 'C29H40N2O9'}]",285527,Streptomyces hygroscopicus subsp. duamyceticus,mibig_json_2.0/BGC0000067.json
1150,"[{'chem_struct': 'C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\\C=C(\\C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)/C)OC)OC(=O)N)\\C)C)O)OC', 'compound': 'geldanamycin', 'database_id': ['pubchem:5288382'], 'mol_mass': 560.2733808599999, 'molecular_formula': 'C29H40N2O9'}]",1912,Streptomyces hygroscopicus,mibig_json_2.0/BGC0000068.json
1245,"[{'chem_struct': 'CO[C@@H]([C@H](C)[C@@H](O)CC(O)=O)C(C)(C)C(=O)[C@@H](C)C[C@H](C)[C@H](O)[C@@]1(C)O[C@@H]1[C@@H](C)C=C(C)C', 'compound': 'gephyronic acid', 'database_id': ['npatlas:1724'], 'mol_mass': 470.32435381199997, 'molecular_formula': 'C26H46O7'}]",1406225,Archangium violaceum Cb vi76,mibig_json_2.0/BGC0000069.json
498,"[{'chem_acts': ['Antifungal', 'Cytotoxic'], 'chem_struct': 'COC1=CC(OC)=C(Cl)C2=C1C(=O)C1(O2)[C@H](C)CC(=O)C=C1OC', 'chem_synonyms': ['fulvicin', 'grisactin', 'grisovin', 'griseofulvinum', 'spirofulvin'], 'chem_targets': [{'target': 'microtubule protein'}], 'compound': 'griseofulvin', 'database_id': ['npatlas:2483', 'pubchem:441140'], 'mol_mass': 352.071365944, 'molecular_formula': 'C17H17ClO6'}, {'chem_struct': 'COC1=CC(OC)=C2C(OC3(C(C)CC(=O)C=C3OC)C2=O)=C1', 'compound': 'epidechlorogriseofulvin', 'database_id': ['npatlas:19749'], 'mol_mass': 318.110338296, 'molecular_formula': 'C17H18O6'}, {'chem_acts': ['antioxidant'], 'chem_struct': 'CC1=CC(=CC2=C1C(=O)C3=C(C=C(C=C3O2)O)O)O', 'compound': 'norlichexanthone', 'database_id': ['pubchem:5281657'], 'mol_mass': 258.05282342000004, 'molecular_formula': 'C14H10O5'}, {'chem_struct': 'CC1=CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC', 'chem_synonyms': ['amudene'], 'compound': 'dehydrogriseofulvin', 'database_id': ['pubchem:3082005'], 'mol_mass': 350.05571588, 'molecular_formula': 'C17H15ClO6'}, {'chem_struct': 'C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3O)OC)Cl)OC', 'compound': '4-desmethylgriseofulvin', 'database_id': ['pubchem:44565921'], 'mol_mass': 338.05571588000004, 'molecular_formula': 'C16H15ClO6'}, {'chem_struct': 'CC1=CC(=CC2=C1C(=O)C3=C(O2)C(=C(C=C3O)OC)C)O', 'compound': 'griseoxanthone B', 'database_id': ['pubchem:5359037'], 'mol_mass': 286.084123548, 'molecular_formula': 'C16H14O5'}]",36650,Penicillium aethiopicum,mibig_json_2.0/BGC0000070.json
1044,"[{'chem_acts': ['Antibacterial'], 'chem_struct': 'CC=C(C)C1CC=C(C)C(OC2OC(CO)C(O)C2O)C(OC(=O)CC(C)C)C(=O)CC(O)C(C)C(=O)O1', 'compound': 'gulmirecin A', 'database_id': ['npatlas:955'], 'mol_mass': 542.2727121639998, 'molecular_formula': 'C27H42O11'}]",394095,Pyxidicoccus fallax,mibig_json_2.0/BGC0000072.json
1349,"[{'chem_struct': 'CCC(O)C(C)C(O)CC(O)C(O)\\C=C(/C)CC(C)C1CC(O)C(C)\\C=C\\C=C\\CC(C)C(=O)CC2CCC(C)C(O)(C\\C=C(\\C)/C=C(C)/C(O)C(=O)\\C=C(C)\\C(=O)O1)O2', 'compound': 'halstoctacosanolide A', 'database_id': ['npatlas:16676'], 'mol_mass': 844.5336778720001, 'molecular_formula': 'C48H76O12'}]",1944,Streptomyces halstedii,mibig_json_2.0/BGC0000073.json
1657,"[{'chem_struct': 'CO[C@H]1C[C@H](C)[C@@H](OC)C2=CC(=O)C=C(NC(=O)\\C(C)=C\\C=C/[C@H](OC)[C@@H](OC(N)=O)\\C(C)=C\\[C@H](C)[C@H]1OC)C2=O', 'compound': 'herbimycin A', 'database_id': ['npatlas:3301'], 'mol_mass': 574.289030924, 'molecular_formula': 'C30H42N2O9'}]",1912,Streptomyces hygroscopicus,mibig_json_2.0/BGC0000074.json
1691,"[{'chem_struct': 'CCC1CCC(=O)C2=C(O)C(C)=CC3=C2C(=O)C=C(NC(=O)C\\C=C(C)\\C(=O)O[C@@H](C)[C@@H](O)\\C=C\\1)C3=O', 'compound': 'hygrocin A', 'database_id': ['npatlas:4945', 'pubchem:5326374'], 'mol_mass': 509.2049669519999, 'molecular_formula': 'C28H31NO8'}, {'chem_struct': 'CCC1CCC(=O)C2=C(O)C(C)=CC3=C2C(=O)C2=C(NC(=O)C=C[C@]2(C)C(=O)O[C@@H](C)[C@@H](O)\\C=C\\1)C3=O', 'compound': 'hygrocin B', 'database_id': ['npatlas:11351', 'pubchem:5326384'], 'mol_mass': 507.1893168879999, 'molecular_formula': 'C28H29NO8'}]",1245024,Streptomyces sp. LZ35,mibig_json_2.0/BGC0000075.json
152,"[{'chem_struct': 'CC1C/C=C\\C(=O)C2C(O2)CC([C@H](C3=CC(=CC(=C3C(=O)O1)O)OC)O)O', 'compound': 'hypothemycin', 'database_id': ['pubchem:6474405'], 'mol_mass': 378.13146766399984, 'molecular_formula': 'C19H22O8'}]",193393,Hypomyces subiculosus,mibig_json_2.0/BGC0000076.json
326,"[{'chem_struct': 'CC1C/C=C\\C(=O)C2C(O2)CC([C@H](C3=CC(=CC(=C3C(=O)O1)O)OC)O)O', 'compound': 'hypothemycin', 'database_id': ['pubchem:6474405'], 'mol_mass': 378.13146766399984, 'molecular_formula': 'C19H22O8'}]",193393,Hypomyces subiculosus,mibig_json_2.0/BGC0000077.json
1538,"[{'chem_struct': 'CN[C@H]1CC[C@H](O[C@@H]2CO[C@@H](O[C@H]3\\C=C/C=C/C(/C)=C/C=C/C(/C)=C/C[C@H](C)NC(=O)\\C(OC)=C\\C(\\C)=C\\C=C\\C=C\\[C@@]3(C)O)[C@H](NC)[C@H]2O)O[C@@H]1C', 'compound': 'incednine', 'database_id': ['npatlas:14992'], 'mol_mass': 737.4615159760001, 'molecular_formula': 'C42H63N3O8'}]",1265536,Streptomyces sp. ML694-90F3,mibig_json_2.0/BGC0000078.json
1815,"[{'chem_struct': 'CC[C@H]1CC[C@@H]2[C@@H]1C=C[C@H]([C@H]2C(=O)C3=CC=CN3)/C=C/C=C(\\CC)/[C@H]4[C@H](CC[C@@H](O4)[C@@H](C)C(=O)O)C', 'compound': 'X-14547', 'database_id': ['pubchem:10345604'], 'mol_mass': 493.31920885599993, 'molecular_formula': 'C31H43NO4'}]",1890,Streptomyces antibioticus,mibig_json_2.0/BGC0000079.json
1827,"[{'chem_struct': 'CC[C@H]1O[C@H](CC=C1C)C(\\C)=C\\[C@H](C)\\C=C\\[C@H]1CC(OC)=C(CO)C(=O)O1', 'compound': 'jerangolid A', 'database_id': ['npatlas:2932', 'pubchem:10762085', 'chemspider:8937404'], 'mol_mass': 376.2249741239999, 'molecular_formula': 'C22H32O5'}, {'chem_struct': 'CC[C@@H]1C(=CC[C@@H](O1)/C(=C/[C@H](C)/C=C/[C@H]2CC(=C(C(=O)O2)C)OC)/C)C', 'compound': 'jerangolid D', 'database_id': ['chemspider:17273836'], 'mol_mass': 360.23005950399994, 'molecular_formula': 'C22H32O4'}]",56,Sorangium cellulosum,mibig_json_2.0/BGC0000080.json
1519,"[{'chem_acts': ['Antibacterial', 'Cytotoxic'], 'chem_moieties': [{'moiety': 'beta-azatyrosine'}], 'chem_struct': 'CC1C(C(CC(O1)OC\\2COC(=O)C(CC3=NC(=C(C=C3)OC4C=C5C#C/C2=C\\C#CC6C5(C4OC7CC(C(C(O7)C)O)(C)O)O6)Cl)NC(=O)C8=C(C=C9C=C(C(=C(C9=C8)OC)OC)OC(C)C)O)O)N(C)C', 'chem_targets': [{'target': 'DNA'}], 'compound': 'kedarcidin', 'database_id': ['pubchem:6477354'], 'mol_mass': 1029.3662105200003, 'molecular_formula': 'C53H60ClN3O16'}]",756733,Streptoalloteichus sp. ATCC 53650,mibig_json_2.0/BGC0000081.json
436,"[{'chem_struct': 'C[C@H]1C[C@@H]([C@@H]([C@@H]2[C@@H]1[C@]3([C@@H](C=C2)/C(=C\\C[C@@H](/C(=C/[C@@H]4C=C([C@@H](C[C@@]45C(=O)C(=C(O5)O)C3=O)C)CO)/C)O[C@H]6C[C@]([C@H]([C@H](O6)C)NC(=O)OC)(C)[N+](=O)[O-])/C)C)O[C@H]7C[C@H]([C@H]([C@@H](O7)C)O)O[C@H]8C[C@H]([C@H]([C@@H](O8)C)O[C@@H]9C[C@H]([C@H]([C@@H](O9)C)OC)O)O[C@H]1C[C@H]([C@H]([C@@H](O1)C)O)O)C', 'compound': 'kijanimicin', 'database_id': ['pubchem:24839883'], 'mol_mass': 1316.6666020799998, 'molecular_formula': 'C67H100N2O24'}]",46161,Actinomadura kijaniata,mibig_json_2.0/BGC0000082.json
47,"[{'chem_acts': ['Antifungal', 'Cytotoxic', 'Inhibitor'], 'chem_struct': 'C[C@@H](\\C=C(/C)C1OC(=O)\\C=C\\CC\\C=C\\C=C/[C@@H]1C)C(=O)C[C@H](O)CC1CC(=O)NC(=O)C1', 'chem_synonyms': ['ltm'], 'chem_targets': [{'target': 'ribosome'}], 'compound': 'lactimidomycin', 'database_id': ['npatlas:10776', 'pubchem:11669726'], 'mol_mass': 457.24643783999994, 'molecular_formula': 'C26H35NO6'}, {'chem_struct': 'C[C@@H](\\C=C(/C)[C@@H]1OC(=O)\\C=C\\CC\\C=C\\CC[C@@H]1C)C(=O)C[C@H](O)CC1CC(=O)NC(=O)C1', 'compound': '8,9-dihydrolactimidomycin', 'database_id': ['npatlas:8448'], 'mol_mass': 459.26208790399994, 'molecular_formula': 'C26H37NO6'}, {'chem_struct': 'C[C@@H](\\C=C(/C)[C@@H]1OC(=O)\\C=C\\CC\\C=C\\[C@@H](O)C[C@@H]1C)C(=O)C[C@H](O)CC1CC(=O)NC(=O)C1', 'compound': '8-hydroxy-8,9-dihydrolactidomycin', 'database_id': ['npatlas:7411'], 'mol_mass': 475.2570025239999, 'molecular_formula': 'C26H37NO7'}, {'chem_struct': 'C[C@@H](\\C=C(/C)[C@@H]1OC(=O)\\C=C\\CC\\C=C\\C[C@@H](O)[C@@H]1C)C(=O)C[C@H](O)CC1CC(=O)NC(=O)C1', 'compound': '17-hydroxy-8-desmethoxy-isomigrastatin', 'database_id': ['npatlas:13831'], 'mol_mass': 475.2570025239999, 'molecular_formula': 'C26H37NO7'}]",221586,Streptomyces amphibiosporus,mibig_json_2.0/BGC0000083.json
803,"[{'chem_struct': 'CCC(=O)OC(C(C)C1OC2(CCC(C)(O2)C2CCC(C)(O2)C2OC(CC2C)C2OC(O)(CO)C(C)CC2C)CC(O)C1C)C(C)C(O)=O', 'compound': 'laidlomycin', 'database_id': ['npatlas:16744', 'pubchem:91790'], 'mol_mass': 698.4241274240001, 'molecular_formula': 'C37H62O12'}]",272618,Streptomyces sp. CS684,mibig_json_2.0/BGC0000084.json
634,"[{'chem_struct': '[H][C@@]1(OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@H](OC(C)=O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](OC)[C@H]2O)[C@@H](C)C[C@](C)(O)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@H]1C)[C@@H](C)[C@H](C)O', 'compound': 'lankamycin', 'database_id': ['npatlas:8120', 'pubchem:122781'], 'mol_mass': 832.482036224, 'molecular_formula': 'C42H72O16'}]",1928,Streptomyces rochei,mibig_json_2.0/BGC0000085.json
1239,"[{'chem_struct': 'CCC(C1C(CC(O1)(CC)C2CCC(C(O2)C)(CC)O)C)C(=O)C(C)C(C(C)CCC3=C(C(=C(C=C3)C)O)C(=O)[O-])O.[Na+]', 'compound': 'lasalocid', 'database_id': ['pubchem:2724110'], 'mol_mass': 612.3638129359999, 'molecular_formula': 'C34H53NaO8'}]",324833,Streptomyces lasaliensis,mibig_json_2.0/BGC0000086.json
1143,"[{'chem_struct': 'CCC(C1C(CC(O1)(CC)C2CCC(C(O2)C)(CC)O)C)C(=O)C(C)C(C(C)CCC3=C(C(=C(C=C3)C)O)C(=O)[O-])O.[Na+]', 'compound': 'lasalocid', 'database_id': ['pubchem:2724110'], 'mol_mass': 612.3638129359999, 'molecular_formula': 'C34H53NaO8'}]",324833,Streptomyces lasaliensis,mibig_json_2.0/BGC0000087.json
920,"[{'chem_struct': '[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@H](C)CC', 'compound': 'monacolin K', 'database_id': ['npatlas:9354'], 'mol_mass': 404.2562742519999, 'molecular_formula': 'C24H36O5'}]",33178,Aspergillus terreus,mibig_json_2.0/BGC0000088.json
